-71.13915600,-37.96634400,0.02449898
-71.13915600,-37.96190000,0.02449898
-71.13915600,-37.95745600,0.02449898
-71.13915600,-37.95301200,0.02449898
-71.13915600,-37.94856800,0.02449898
-71.13915600,-37.94412400,0.02449898
-71.13915600,-37.93968000,0.02449898
-71.13915600,-37.93523600,0.02449898
-71.13471200,-37.96634400,0.02449898
-71.13471200,-37.96190000,0.02449898
-71.13471200,-37.95745600,0.02449898
-71.13471200,-37.95301200,0.02449898
-71.13471200,-37.94856800,0.02449898
-71.13471200,-37.94412400,0.02449898
-71.13471200,-37.93968000,0.02449898
-71.13471200,-37.93523600,0.02449898
-71.13026800,-37.96634400,0.02449898
-71.13026800,-37.96190000,0.02449898
-71.13026800,-37.95745600,0.02449898
-71.13026800,-37.95301200,0.02449898
-71.13026800,-37.94856800,0.02449898
-71.13026800,-37.94412400,0.02449898
-71.13026800,-37.93968000,0.02449898
-71.13026800,-37.93523600,0.02449898
-71.12582400,-37.96634400,0.02449898
-71.12582400,-37.96190000,0.02449898
-71.12582400,-37.95745600,0.02449898
-71.12582400,-37.95301200,0.02449898
-71.12582400,-37.94856800,0.02449898
-71.12582400,-37.94412400,0.02449898
-71.12582400,-37.93968000,0.02449898
-71.12582400,-37.93523600,0.02449898
-71.12138000,-37.96634400,0.02449898
-71.12138000,-37.96190000,0.02449898
-71.12138000,-37.95745600,0.02449898
-71.12138000,-37.95301200,0.02449898
-71.12138000,-37.94856800,0.02449898
-71.12138000,-37.94412400,0.02449898
-71.12138000,-37.93968000,0.02449898
-71.12138000,-37.93523600,0.02449898
-71.11693600,-37.96634400,0.02449898
-71.11693600,-37.96190000,0.02449898
-71.11693600,-37.95745600,0.02449898
-71.11693600,-37.95301200,0.02449898
-71.11693600,-37.94856800,0.02449898
-71.11693600,-37.94412400,0.02449898
-71.11693600,-37.93968000,0.02449898
-71.11693600,-37.93523600,0.02449898
-71.11249200,-37.96634400,0.02449898
-71.11249200,-37.96190000,0.02449898
-71.11249200,-37.95745600,0.02449898
-71.11249200,-37.95301200,0.02449898
-71.11249200,-37.94856800,0.02449898
-71.11249200,-37.94412400,0.02449898
-71.11249200,-37.93968000,0.02449898
-71.11249200,-37.93523600,0.02449898
-71.10804800,-37.96634400,0.02449898
-71.10804800,-37.96190000,0.02449898
-71.10804800,-37.95745600,0.02449898
-71.10804800,-37.95301200,0.02449898
-71.10804800,-37.94856800,0.02449898
-71.10804800,-37.94412400,0.02449898
-71.10804800,-37.93968000,0.02449898
-71.10804800,-37.93523600,0.02449898
-71.10360100,-37.96634400,0.01770418
-71.10360100,-37.96190000,0.01770418
-71.10360100,-37.95745600,0.01770418
-71.10360100,-37.95301200,0.01770418
-71.10360100,-37.94856800,0.01770418
-71.10360100,-37.94412400,0.01770418
-71.10360100,-37.93968000,0.01770418
-71.10360100,-37.93523600,0.01770418
-71.09915700,-37.96634400,0.01770418
-71.09915700,-37.96190000,0.01770418
-71.09915700,-37.95745600,0.01770418
-71.09915700,-37.95301200,0.01770418
-71.09915700,-37.94856800,0.01770418
-71.09915700,-37.94412400,0.01770418
-71.09915700,-37.93968000,0.01770418
-71.09915700,-37.93523600,0.01770418
-71.09471300,-37.96634400,0.01770418
-71.09471300,-37.96190000,0.01770418
-71.09471300,-37.95745600,0.01770418
-71.09471300,-37.95301200,0.01770418
-71.09471300,-37.94856800,0.01770418
-71.09471300,-37.94412400,0.01770418
-71.09471300,-37.93968000,0.01770418
-71.09471300,-37.93523600,0.01770418
-71.09026900,-37.96634400,0.01770418
-71.09026900,-37.96190000,0.01770418
-71.09026900,-37.95745600,0.01770418
-71.09026900,-37.95301200,0.01770418
-71.09026900,-37.94856800,0.01770418
-71.09026900,-37.94412400,0.01770418
-71.09026900,-37.93968000,0.01770418
-71.09026900,-37.93523600,0.01770418
-71.08582500,-37.96634400,0.01770418
-71.08582500,-37.96190000,0.01770418
-71.08582500,-37.95745600,0.01770418
-71.08582500,-37.95301200,0.01770418
-71.08582500,-37.94856800,0.01770418
-71.08582500,-37.94412400,0.01770418
-71.08582500,-37.93968000,0.01770418
-71.08582500,-37.93523600,0.01770418
-71.08138100,-37.96634400,0.01770418
-71.08138100,-37.96190000,0.01770418
-71.08138100,-37.95745600,0.01770418
-71.08138100,-37.95301200,0.01770418
-71.08138100,-37.94856800,0.01770418
-71.08138100,-37.94412400,0.01770418
-71.08138100,-37.93968000,0.01770418
-71.08138100,-37.93523600,0.01770418
-71.07693700,-37.96634400,0.01770418
-71.07693700,-37.96190000,0.01770418
-71.07693700,-37.95745600,0.01770418
-71.07693700,-37.95301200,0.01770418
-71.07693700,-37.94856800,0.01770418
-71.07693700,-37.94412400,0.01770418
-71.07693700,-37.93968000,0.01770418
-71.07693700,-37.93523600,0.01770418
-71.07249300,-37.96634400,0.01770418
-71.07249300,-37.96190000,0.01770418
-71.07249300,-37.95745600,0.01770418
-71.07249300,-37.95301200,0.01770418
-71.07249300,-37.94856800,0.01770418
-71.07249300,-37.94412400,0.01770418
-71.07249300,-37.93968000,0.01770418
-71.07249300,-37.93523600,0.01770418
-71.03249000,-37.78856700,0.00321263
-71.03249000,-37.78412300,0.00321263
-71.03249000,-37.77967900,0.00321263
-71.03249000,-37.77523500,0.00321263
-71.03249000,-37.77079100,0.00321263
-71.03249000,-37.76634700,0.00321263
-71.03249000,-37.76190300,0.00321263
-71.03249000,-37.75745900,0.00321263
-71.02804600,-37.78856700,0.00321263
-71.02804600,-37.78412300,0.00321263
-71.02804600,-37.77967900,0.00321263
-71.02804600,-37.77523500,0.00321263
-71.02804600,-37.77079100,0.00321263
-71.02804600,-37.76634700,0.00321263
-71.02804600,-37.76190300,0.00321263
-71.02804600,-37.75745900,0.00321263
-71.02360200,-37.78856700,0.00321263
-71.02360200,-37.78412300,0.00321263
-71.02360200,-37.77967900,0.00321263
-71.02360200,-37.77523500,0.00321263
-71.02360200,-37.77079100,0.00321263
