site YYMMMDD yyyy_yyyy x__MJD week d reflon x_e0_m_ x__east_m_ x____n0_m_ x_north_m_ u0_m_ x____up_m_ x_ant_m_ sig_e_m_ sig_n_m_ sig_u_m_ x__corr_en x__corr_eu x__corr_nu
BRD1 16JUL30 2016.5777 57599 1907 7 -119.0 -239 -0.621579 4408352 0.305601 1247 0.399006 0.0083 0.000935 0.001140 0.003500 -0.228581 0.089185 -0.190754
BRD1 16JUL31 2016.5804 57600 1908 1 -119.0 -239 -0.622103 4408352 0.304259 1247 0.398068 0.0083 0.000953 0.001170 0.003555 -0.265280 0.062111 -0.186323
BRD1 16AUG01 2016.5832 57601 1908 2 -119.0 -239 -0.622624 4408352 0.301591 1247 0.400034 0.0083 0.000953 0.001206 0.003673 -0.242950 0.054885 -0.208773
BRD1 16AUG02 2016.5859 57602 1908 3 -119.0 -239 -0.621372 4408352 0.306067 1247 0.390790 0.0083 0.000939 0.001156 0.003476 -0.257629 0.076990 -0.180658
BRD1 16AUG03 2016.5886 57603 1908 4 -119.0 -239 -0.622080 4408352 0.306089 1247 0.396637 0.0083 0.000958 0.001165 0.003552 -0.238895 0.053737 -0.193879
BRD1 16AUG04 2016.5914 57604 1908 5 -119.0 -239 -0.621202 4408352 0.302723 1247 0.388557 0.0083 0.000945 0.001181 0.003574 -0.224761 0.041443 -0.212245
BRD1 16AUG05 2016.5941 57605 1908 6 -119.0 -239 -0.622203 4408352 0.301674 1247 0.386969 0.0083 0.000964 0.001203 0.003575 -0.263248 0.083106 -0.205055
BRD1 16AUG06 2016.5969 57606 1908 7 -119.0 -239 -0.621026 4408352 0.302428 1247 0.395266 0.0083 0.000949 0.001170 0.003591 -0.235349 0.041623 -0.233973
BRD1 16AUG07 2016.5996 57607 1909 1 -119.0 -239 -0.624163 4408352 0.306148 1247 0.392577 0.0083 0.000941 0.001189 0.003531 -0.233733 0.113455 -0.213450
BRD1 16AUG08 2016.6023 57608 1909 2 -119.0 -239 -0.624725 4408352 0.305827 1247 0.395237 0.0083 0.000927 0.001159 0.003426 -0.233490 0.095688 -0.176803
BRD1 16AUG09 2016.6051 57609 1909 3 -119.0 -239 -0.623013 4408352 0.306531 1247 0.390648 0.0083 0.000914 0.001169 0.003436 -0.228834 0.094215 -0.190439
BRD1 16AUG10 2016.6078 57610 1909 4 -119.0 -239 -0.621636 4408352 0.303086 1247 0.390746 0.0083 0.000931 0.001153 0.003402 -0.255674 0.109936 -0.210046
BRD1 16AUG11 2016.6105 57611 1909 5 -119.0 -239 -0.624184 4408352 0.304352 1247 0.393842 0.0083 0.000931 0.001166 0.003460 -0.254096 0.090361 -0.198987
BRD1 16AUG12 2016.6133 57612 1909 6 -119.0 -239 -0.621675 4408352 0.304234 1247 0.395729 0.0083 0.000935 0.001168 0.003546 -0.246720 0.055648 -0.211634
BRD1 16AUG13 2016.6160 57613 1909 7 -119.0 -239 -0.623960 4408352 0.305896 1247 0.399292 0.0083 0.000959 0.001187 0.003568 -0.243371 0.048408 -0.212691
BRD1 16AUG14 2016.6188 57614 1910 1 -119.0 -239 -0.622096 4408352 0.304238 1247 0.390384 0.0083 0.000958 0.001181 0.003466 -0.249250 0.049939 -0.168039
BRD1 16AUG15 2016.6215 57615 1910 2 -119.0 -239 -0.625568 4408352 0.304031 1247 0.390629 0.0083 0.000936 0.001176 0.003443 -0.242138 0.088935 -0.213203
BRD1 16AUG16 2016.6242 57616 1910 3 -119.0 -239 -0.623183 4408352 0.302815 1247 0.401785 0.0083 0.000947 0.001174 0.003462 -0.247249 0.080467 -0.166398
BRD1 16AUG17 2016.6270 57617 1910 4 -119.0 -239 -0.620722 4408352 0.304022 1247 0.398982 0.0083 0.000929 0.001175 0.003422 -0.264418 0.088812 -0.162425
BRD1 16AUG18 2016.6297 57618 1910 5 -119.0 -239 -0.623203 4408352 0.305291 1247 0.394357 0.0083 0.000931 0.001163 0.003454 -0.250893 0.051882 -0.176495
BRD1 16AUG19 2016.6324 57619 1910 6 -119.0 -239 -0.619452 4408352 0.306179 1247 0.393389 0.0083 0.000930 0.001168 0.003500 -0.212746 0.086425 -0.206972
BRD1 16AUG20 2016.6352 57620 1910 7 -119.0 -239 -0.622126 4408352 0.306221 1247 0.385758 0.0083 0.000933 0.001177 0.003404 -0.252640 0.097063 -0.142006
BRD1 16AUG21 2016.6379 57621 1911 1 -119.0 -239 -0.626064 4408352 0.305734 1247 0.384794 0.0083 0.000920 0.001162 0.003447 -0.253507 0.086165 -0.211560
BRD1 16AUG22 2016.6407 57622 1911 2 -119.0 -239 -0.622544 4408352 0.307814 1247 0.382481 0.0083 0.000931 0.001159 0.003461 -0.237897 0.057295 -0.203874
BRD1 16AUG23 2016.6434 57623 1911 3 -119.0 -239 -0.626772 4408352 0.305305 1247 0.390140 0.0083 0.000943 0.001190 0.003522 -0.225947 0.052870 -0.168843
BRD1 16AUG24 2016.6461 57624 1911 4 -119.0 -239 -0.623297 4408352 0.305066 1247 0.392909 0.0083 0.000914 0.001173 0.003401 -0.227687 0.091180 -0.142480
BRD1 16AUG25 2016.6489 57625 1911 5 -119.0 -239 -0.622608 4408352 0.304648 1247 0.388806 0.0083 0.000946 0.001176 0.003515 -0.243798 0.094131 -0.200639
BRD1 16AUG26 2016.6516 57626 1911 6 -119.0 -239 -0.620672 4408352 0.305700 1247 0.390012 0.0083 0.000971 0.001183 0.003523 -0.235638 0.044338 -0.171420
BRD1 16AUG27 2016.6543 57627 1911 7 -119.0 -239 -0.620174 4408352 0.302442 1247 0.386884 0.0083 0.000951 0.001161 0.003441 -0.256720 0.111677 -0.179076
BRD1 16AUG28 2016.6571 57628 1912 1 -119.0 -239 -0.623747 4408352 0.303451 1247 0.394327 0.0083 0.000936 0.001161 0.003495 -0.239236 0.058686 -0.172755
BRD1 16AUG29 2016.6598 57629 1912 2 -119.0 -239 -0.621341 4408352 0.304715 1247 0.389040 0.0083 0.000928 0.001166 0.003485 -0.242169 0.064228 -0.206879
BRD1 16AUG30 2016.6626 57630 1912 3 -119.0 -239 -0.621055 4408352 0.304846 1247 0.394729 0.0083 0.000914 0.001169 0.003423 -0.237850 0.096841 -0.151240
BRD1 16AUG31 2016.6653 57631 1912 4 -119.0 -239 -0.621318 4408352 0.304264 1247 0.393059 0.0083 0.000927 0.001173 0.003423 -0.251402 0.099088 -0.172312
BRD1 16SEP01 2016.6680 57632 1912 5 -119.0 -239 -0.624620 4408352 0.307944 1247 0.384027 0.0083 0.000978 0.001198 0.003658 -0.222733 0.028133 -0.192580
BRD1 16SEP02 2016.6708 57633 1912 6 -119.0 -239 -0.621902 4408352 0.305895 1247 0.393461 0.0083 0.000946 0.001193 0.003518 -0.234992 0.056372 -0.173867
BRD1 16SEP03 2016.6735 57634 1912 7 -119.0 -239 -0.621477 4408352 0.302728 1247 0.397588 0.0083 0.000963 0.001159 0.003528 -0.233356 0.030745 -0.186198
BRD1 16SEP04 2016.6762 57635 1913 1 -119.0 -239 -0.623770 4408352 0.303473 1247 0.397661 0.0083 0.000929 0.001168 0.003500 -0.250217 0.087167 -0.198879
BRD1 16SEP05 2016.6790 57636 1913 2 -119.0 -239 -0.624267 4408352 0.306097 1247 0.384826 0.0083 0.000966 0.001158 0.003512 -0.240873 0.034082 -0.162813
BRD1 16SEP06 2016.6817 57637 1913 3 -119.0 -239 -0.623584 4408352 0.306424 1247 0.388929 0.0083 0.000945 0.001176 0.003543 -0.217573 0.066444 -0.198847
BRD1 16SEP07 2016.6845 57638 1913 4 -119.0 -239 -0.624267 4408352 0.306802 1247 0.394030 0.0083 0.000959 0.001162 0.003589 -0.220852 0.067524 -0.205851
BRD1 16SEP08 2016.6872 57639 1913 5 -119.0 -239 -0.623118 4408352 0.305739 1247 0.387804 0.0083 0.000975 0.001255 0.003834 -0.236076 0.114764 -0.238865
BRD1 16SEP09 2016.6899 57640 1913 6 -119.0 -239 -0.623753 4408352 0.305072 1247 0.397099 0.0083 0.000994 0.001283 0.003876 -0.240124 0.091218 -0.221519
BRD1 16SEP10 2016.6927 57641 1913 7 -119.0 -239 -0.623528 4408352 0.304967 1247 0.387448 0.0083 0.000959 0.001186 0.003542 -0.228711 0.051444 -0.174355
BRD1 16SEP11 2016.6954 57642 1914 1 -119.0 -239 -0.625141 4408352 0.305687 1247 0.397175 0.0083 0.000937 0.001178 0.003483 -0.235841 0.091538 -0.174206
BRD1 16SEP12 2016.6982 57643 1914 2 -119.0 -239 -0.626940 4408352 0.309522 1247 0.382086 0.0083 0.000943 0.001187 0.003515 -0.232103 0.116299 -0.151163
BRD1 16SEP13 2016.7009 57644 1914 3 -119.0 -239 -0.623914 4408352 0.306181 1247 0.383107 0.0083 0.000962 0.001177 0.003606 -0.253258 0.128263 -0.230498
BRD1 16SEP14 2016.7036 57645 1914 4 -119.0 -239 -0.622197 4408352 0.305510 1247 0.385825 0.0083 0.000965 0.001163 0.003512 -0.241543 0.062339 -0.198228
BRD1 16SEP15 2016.7064 57646 1914 5 -119.0 -239 -0.625235 4408352 0.304656 1247 0.387390 0.0083 0.001050 0.001237 0.003874 -0.220391 0.135165 -0.208305
BRD1 16SEP16 2016.7091 57647 1914 6 -119.0 -239 -0.626679 4408352 0.306916 1247 0.382348 0.0083 0.001081 0.001235 0.003958 -0.184915 0.082388 -0.235143
BRD1 16SEP17 2016.7118 57648 1914 7 -119.0 -239 -0.624681 4408352 0.305933 1247 0.391434 0.0083 0.000952 0.001175 0.003530 -0.211727 0.051097 -0.184859
BRD1 16SEP18 2016.7146 57649 1915 1 -119.0 -239 -0.627140 4408352 0.306214 1247 0.396445 0.0083 0.000937 0.001183 0.003524 -0.207301 0.069622 -0.153082
BRD1 16SEP19 2016.7173 57650 1915 2 -119.0 -239 -0.625396 4408352 0.306033 1247 0.392120 0.0083 0.000960 0.001184 0.003587 -0.220298 0.042779 -0.207959
BRD1 16SEP20 2016.7201 57651 1915 3 -119.0 -239 -0.623893 4408352 0.303621 1247 0.384269 0.0083 0.000943 0.001185 0.003485 -0.208593 0.056435 -0.164716
BRD1 16SEP21 2016.7228 57652 1915 4 -119.0 -239 -0.621344 4408352 0.303645 1247 0.385841 0.0083 0.000947 0.001190 0.003522 -0.211140 0.091125 -0.150362
BRD1 16SEP22 2016.7255 57653 1915 5 -119.0 -239 -0.629441 4408352 0.308860 1247 0.377569 0.0083 0.001006 0.001254 0.003536 -0.306506 0.106555 -0.157844
BRD1 16SEP23 2016.7283 57654 1915 6 -119.0 -239 -0.627882 4408352 0.306809 1247 0.395656 0.0083 0.001007 0.001267 0.003582 -0.314483 0.129851 -0.179297
BRD1 16SEP24 2016.7310 57655 1915 7 -119.0 -239 -0.625473 4408352 0.307639 1247 0.390417 0.0083 0.000943 0.001191 0.003492 -0.230632 0.058103 -0.167077
BRD1 16SEP25 2016.7337 57656 1916 1 -119.0 -239 -0.624407 4408352 0.304543 1247 0.392355 0.0083 0.000952 0.001194 0.003477 -0.253266 0.081738 -0.193608
BRD1 16SEP26 2016.7365 57657 1916 2 -119.0 -239 -0.625251 4408352 0.306648 1247 0.392474 0.0083 0.000950 0.001174 0.003524 -0.219294 0.044618 -0.194036
BRD1 16SEP27 2016.7392 57658 1916 3 -119.0 -239 -0.626073 4408352 0.307440 1247 0.389132 0.0083 0.000934 0.001176 0.003465 -0.233562 0.068780 -0.195049
BRD1 16SEP28 2016.7420 57659 1916 4 -119.0 -239 -0.625394 4408352 0.307371 1247 0.387426 0.0083 0.000946 0.001180 0.003493 -0.226673 0.080989 -0.165343
BRD1 16SEP29 2016.7447 57660 1916 5 -119.0 -239 -0.626073 4408352 0.306037 1247 0.397593 0.0083 0.000963 0.001181 0.003559 -0.229697 0.038362 -0.166269
BRD1 16SEP30 2016.7474 57661 1916 6 -119.0 -239 -0.627647 4408352 0.305174 1247 0.390494 0.0083 0.000962 0.001170 0.003512 -0.240497 0.091430 -0.188348
BRD1 16OCT01 2016.7502 57662 1916 7 -119.0 -239 -0.626020 4408352 0.307157 1247 0.390946 0.0083 0.000932 0.001173 0.003429 -0.227833 0.082619 -0.181391
BRD1 16OCT02 2016.7529 57663 1917 1 -119.0 -239 -0.625145 4408352 0.305272 1247 0.381556 0.0083 0.000939 0.001161 0.003467 -0.245742 0.088145 -0.201662
BRD1 16OCT03 2016.7556 57664 1917 2 -119.0 -239 -0.621294 4408352 0.307509 1247 0.392795 0.0083 0.000974 0.001170 0.003482 -0.240063 0.106979 -0.173860
BRD1 16OCT04 2016.7584 57665 1917 3 -119.0 -239 -0.624321 4408352 0.307254 1247 0.388734 0.0083 0.000928 0.001184 0.003535 -0.246359 0.100169 -0.188698
BRD1 16OCT05 2016.7611 57666 1917 4 -119.0 -239 -0.626014 4408352 0.306584 1247 0.391143 0.0083 0.000934 0.001172 0.003540 -0.274372 0.121003 -0.216454
BRD1 16OCT06 2016.7639 57667 1917 5 -119.0 -239 -0.624352 4408352 0.305141 1247 0.392026 0.0083 0.000927 0.001165 0.003487 -0.237356 0.130058 -0.184320
BRD1 16OCT07 2016.7666 57668 1917 6 -119.0 -239 -0.623977 4408352 0.305475 1247 0.393886 0.0083 0.000956 0.001189 0.003587 -0.248393 0.058883 -0.198150
BRD1 16OCT08 2016.7693 57669 1917 7 -119.0 -239 -0.625580 4408352 0.307095 1247 0.385249 0.0083 0.000946 0.001162 0.003508 -0.256470 0.080778 -0.193344
BRD1 16OCT09 2016.7721 57670 1918 1 -119.0 -239 -0.625978 4408352 0.306788 1247 0.388017 0.0083 0.000956 0.001174 0.003545 -0.262215 0.076528 -0.185944
BRD1 16OCT10 2016.7748 57671 1918 2 -119.0 -239 -0.626041 4408352 0.305099 1247 0.395298 0.0083 0.000941 0.001199 0.003519 -0.275805 0.118774 -0.155124
BRD1 16OCT11 2016.7775 57672 1918 3 -119.0 -239 -0.626008 4408352 0.306777 1247 0.386683 0.0083 0.000934 0.001190 0.003453 -0.269623 0.129730 -0.188822
BRD1 16OCT12 2016.7803 57673 1918 4 -119.0 -239 -0.624522 4408352 0.305995 1247 0.389259 0.0083 0.000943 0.001167 0.003484 -0.283348 0.080211 -0.194931
BRD1 16OCT13 2016.7830 57674 1918 5 -119.0 -239 -0.624930 4408352 0.306230 1247 0.386979 0.0083 0.000946 0.001169 0.003523 -0.250006 0.079408 -0.197347
BRD1 16OCT14 2016.7858 57675 1918 6 -119.0 -239 -0.640334 4408352 0.303438 1247 0.376492 0.0083 0.000974 0.001236 0.003531 -0.251067 0.085796 -0.199056
BRD1 16OCT15 2016.7885 57676 1918 7 -119.0 -239 -0.621080 4408352 0.305277 1247 0.383136 0.0083 0.001012 0.001236 0.003466 -0.234597 0.108499 -0.177072
BRD1 16OCT16 2016.7912 57677 1919 1 -119.0 -239 -0.627825 4408352 0.303892 1247 0.397669 0.0083 0.000976 0.001177 0.003449 -0.307056 0.111924 -0.203795
BRD1 16OCT17 2016.7940 57678 1919 2 -119.0 -239 -0.624374 4408352 0.303908 1247 0.384397 0.0083 0.000922 0.001142 0.003410 -0.260854 0.105226 -0.183059
BRD1 16OCT18 2016.7967 57679 1919 3 -119.0 -239 -0.625281 4408352 0.309096 1247 0.374633 0.0083 0.000943 0.001143 0.003424 -0.267086 0.097584 -0.188524
BRD1 16OCT19 2016.7995 57680 1919 4 -119.0 -239 -0.626042 4408352 0.308156 1247 0.381368 0.0083 0.000928 0.001135 0.003434 -0.231589 0.098455 -0.167486
BRD1 16OCT20 2016.8022 57681 1919 5 -119.0 -239 -0.626885 4408352 0.305765 1247 0.386107 0.0083 0.000947 0.001185 0.003491 -0.275695 0.135335 -0.202926
BRD1 16OCT21 2016.8049 57682 1919 6 -119.0 -239 -0.626375 4408352 0.306571 1247 0.387013 0.0083 0.000956 0.001198 0.003609 -0.271330 0.067490 -0.152511
BRD1 16OCT22 2016.8077 57683 1919 7 -119.0 -239 -0.625505 4408352 0.305828 1247 0.394842 0.0083 0.000929 0.001167 0.003450 -0.262832 0.119404 -0.180070
BRD1 16OCT23 2016.8104 57684 1920 1 -119.0 -239 -0.624934 4408352 0.306593 1247 0.389244 0.0083 0.000923 0.001166 0.003434 -0.258981 0.090036 -0.186123
BRD1 16OCT24 2016.8131 57685 1920 2 -119.0 -239 -0.628103 4408352 0.307585 1247 0.379106 0.0083 0.000936 0.001172 0.003464 -0.266193 0.055034 -0.144295
BRD1 16OCT25 2016.8159 57686 1920 3 -119.0 -239 -0.628289 4408352 0.303381 1247 0.393779 0.0083 0.000947 0.001172 0.003531 -0.268424 0.070750 -0.185143
BRD1 16OCT26 2016.8186 57687 1920 4 -119.0 -239 -0.626997 4408352 0.306299 1247 0.398068 0.0083 0.000928 0.001177 0.003530 -0.238868 0.084642 -0.209358
BRD1 16OCT27 2016.8214 57688 1920 5 -119.0 -239 -0.624284 4408352 0.304464 1247 0.394404 0.0083 0.000939 0.001174 0.003492 -0.258977 0.114402 -0.197293
BRD1 16OCT28 2016.8241 57689 1920 6 -119.0 -239 -0.624184 4408352 0.306459 1247 0.387141 0.0083 0.000925 0.001141 0.003498 -0.239797 0.070058 -0.172028
BRD1 16OCT29 2016.8268 57690 1920 7 -119.0 -239 -0.627544 4408352 0.307004 1247 0.383921 0.0083 0.000906 0.001133 0.003420 -0.236689 0.080815 -0.176953
BRD1 16OCT30 2016.8296 57691 1921 1 -119.0 -239 -0.629626 4408352 0.308146 1247 0.388663 0.0083 0.000903 0.001138 0.003386 -0.239558 0.086170 -0.164875
BRD1 16OCT31 2016.8323 57692 1921 2 -119.0 -239 -0.627368 4408352 0.306590 1247 0.383280 0.0083 0.000908 0.001142 0.003446 -0.227529 0.098538 -0.202681
BRD1 16NOV01 2016.8350 57693 1921 3 -119.0 -239 -0.625126 4408352 0.302800 1247 0.383256 0.0083 0.000935 0.001178 0.003465 -0.258786 0.113747 -0.182701
BRD1 16NOV02 2016.8378 57694 1921 4 -119.0 -239 -0.626437 4408352 0.307328 1247 0.392187 0.0083 0.000925 0.001157 0.003439 -0.244759 0.104955 -0.177886
BRD1 16NOV03 2016.8405 57695 1921 5 -119.0 -239 -0.625474 4408352 0.306231 1247 0.379401 0.0083 0.000921 0.001155 0.003433 -0.261225 0.087059 -0.176902
BRD1 16NOV04 2016.8433 57696 1921 6 -119.0 -239 -0.625989 4408352 0.305343 1247 0.385460 0.0083 0.000925 0.001166 0.003440 -0.265470 0.051297 -0.142483
BRD1 16NOV05 2016.8460 57697 1921 7 -119.0 -239 -0.626746 4408352 0.307675 1247 0.382764 0.0083 0.000946 0.001177 0.003505 -0.270470 0.120010 -0.173596
BRD1 16NOV06 2016.8487 57698 1922 1 -119.0 -239 -0.629222 4408352 0.305954 1247 0.386430 0.0083 0.000909 0.001165 0.003429 -0.242010 0.104119 -0.167086
BRD1 16NOV07 2016.8515 57699 1922 2 -119.0 -239 -0.625940 4408352 0.305012 1247 0.393555 0.0083 0.000920 0.001160 0.003417 -0.239158 0.107434 -0.182080
BRD1 16NOV08 2016.8542 57700 1922 3 -119.0 -239 -0.626192 4408352 0.304857 1247 0.390706 0.0083 0.000941 0.001185 0.003545 -0.251882 0.038276 -0.132134
BRD1 16NOV09 2016.8569 57701 1922 4 -119.0 -239 -0.626322 4408352 0.305345 1247 0.383142 0.0083 0.000937 0.001159 0.003522 -0.236714 0.021835 -0.159600
BRD1 16NOV10 2016.8597 57702 1922 5 -119.0 -239 -0.626592 4408352 0.305599 1247 0.390451 0.0083 0.000955 0.001183 0.003541 -0.238190 0.021505 -0.110717
BRD1 16NOV11 2016.8624 57703 1922 6 -119.0 -239 -0.626755 4408352 0.305881 1247 0.385282 0.0083 0.000926 0.001141 0.003424 -0.254419 0.089873 -0.163991
BRD1 16NOV12 2016.8652 57704 1922 7 -119.0 -239 -0.628011 4408352 0.305599 1247 0.384323 0.0083 0.000916 0.001160 0.003404 -0.252153 0.104333 -0.168034
BRD1 16NOV13 2016.8679 57705 1923 1 -119.0 -239 -0.626523 4408352 0.304157 1247 0.391880 0.0083 0.000930 0.001163 0.003435 -0.277844 0.082074 -0.168421
BRD1 16NOV14 2016.8706 57706 1923 2 -119.0 -239 -0.627491 4408352 0.305505 1247 0.390061 0.0083 0.000920 0.001150 0.003398 -0.259115 0.093949 -0.166186
BRD1 16NOV15 2016.8734 57707 1923 3 -119.0 -239 -0.624111 4408352 0.305942 1247 0.385314 0.0083 0.000930 0.001157 0.003469 -0.251281 0.045895 -0.139518
BRD1 16NOV16 2016.8761 57708 1923 4 -119.0 -239 -0.626131 4408352 0.305977 1247 0.380601 0.0083 0.000928 0.001177 0.003522 -0.251190 0.085892 -0.186135
BRD1 16NOV17 2016.8789 57709 1923 5 -119.0 -239 -0.626928 4408352 0.308671 1247 0.384393 0.0083 0.000927 0.001193 0.003475 -0.254596 0.082678 -0.135344
BRD1 16NOV18 2016.8816 57710 1923 6 -119.0 -239 -0.627834 4408352 0.307540 1247 0.392003 0.0083 0.000942 0.001188 0.003476 -0.262550 0.125295 -0.157950
BRD1 16NOV19 2016.8843 57711 1923 7 -119.0 -239 -0.626094 4408352 0.304924 1247 0.386857 0.0083 0.000936 0.001181 0.003536 -0.253921 0.097647 -0.197570
BRD1 16NOV20 2016.8871 57712 1924 1 -119.0 -239 -0.627894 4408352 0.306427 1247 0.377515 0.0083 0.000932 0.001166 0.003529 -0.245736 0.047619 -0.147625
BRD1 16NOV21 2016.8898 57713 1924 2 -119.0 -239 -0.624884 4408352 0.305783 1247 0.384660 0.0083 0.000914 0.001164 0.003501 -0.238654 0.066994 -0.185617
BRD1 16NOV22 2016.8925 57714 1924 3 -119.0 -239 -0.627148 4408352 0.306819 1247 0.385083 0.0083 0.000932 0.001167 0.003508 -0.251566 0.050419 -0.199431
BRD1 16NOV23 2016.8953 57715 1924 4 -119.0 -239 -0.629983 4408352 0.308927 1247 0.368033 0.0083 0.000912 0.001175 0.003537 -0.220408 0.060670 -0.206118
BRD1 16NOV24 2016.8980 57716 1924 5 -119.0 -239 -0.626517 4408352 0.304991 1247 0.384289 0.0083 0.000931 0.001166 0.003518 -0.239446 0.041777 -0.167745
BRD1 16NOV25 2016.9008 57717 1924 6 -119.0 -239 -0.625686 4408352 0.305921 1247 0.387943 0.0083 0.000937 0.001191 0.003565 -0.244115 0.043376 -0.188880
BRD1 16NOV26 2016.9035 57718 1924 7 -119.0 -239 -0.626833 4408352 0.306647 1247 0.387183 0.0083 0.000940 0.001172 0.003510 -0.274904 0.073081 -0.175130
BRD1 16NOV27 2016.9062 57719 1925 1 -119.0 -239 -0.628346 4408352 0.303215 1247 0.385415 0.0083 0.000924 0.001158 0.003524 -0.217126 0.059803 -0.185762
BRD1 16NOV28 2016.9090 57720 1925 2 -119.0 -239 -0.628906 4408352 0.305590 1247 0.387698 0.0083 0.000963 0.001182 0.003633 -0.259705 -0.006560 -0.172717
BRD1 16NOV29 2016.9117 57721 1925 3 -119.0 -239 -0.627086 4408352 0.303245 1247 0.389748 0.0083 0.000916 0.001180 0.003460 -0.246387 0.068204 -0.149321
BRD1 16NOV30 2016.9144 57722 1925 4 -119.0 -239 -0.627261 4408352 0.305423 1247 0.383312 0.0083 0.000924 0.001166 0.003501 -0.229231 0.042543 -0.158477
BRD1 16DEC01 2016.9172 57723 1925 5 -119.0 -239 -0.627088 4408352 0.307031 1247 0.382929 0.0083 0.000940 0.001175 0.003533 -0.246221 0.035612 -0.189183
BRD1 16DEC02 2016.9199 57724 1925 6 -119.0 -239 -0.627661 4408352 0.305614 1247 0.392086 0.0083 0.000935 0.001175 0.003528 -0.235579 0.028316 -0.203450
BRD1 16DEC03 2016.9227 57725 1925 7 -119.0 -239 -0.627779 4408352 0.305337 1247 0.387907 0.0083 0.000939 0.001185 0.003609 -0.241548 0.026713 -0.159900
BRD1 16DEC04 2016.9254 57726 1926 1 -119.0 -239 -0.628187 4408352 0.306498 1247 0.382519 0.0083 0.000922 0.001186 0.003515 -0.246188 0.066485 -0.148186
BRD1 16DEC05 2016.9281 57727 1926 2 -119.0 -239 -0.630503 4408352 0.305071 1247 0.388180 0.0083 0.000943 0.001186 0.003469 -0.261682 0.055458 -0.129706
BRD1 16DEC06 2016.9309 57728 1926 3 -119.0 -239 -0.624342 4408352 0.310471 1247 0.376888 0.0083 0.000942 0.001177 0.003507 -0.258919 0.034920 -0.134743
BRD1 16DEC07 2016.9336 57729 1926 4 -119.0 -239 -0.625379 4408352 0.307022 1247 0.386018 0.0083 0.000927 0.001182 0.003523 -0.261435 0.049268 -0.168084
BRD1 16DEC08 2016.9363 57730 1926 5 -119.0 -239 -0.630212 4408352 0.303291 1247 0.388616 0.0083 0.000928 0.001168 0.003562 -0.225365 0.033777 -0.200907
BRD1 16DEC09 2016.9391 57731 1926 6 -119.0 -239 -0.627990 4408352 0.304231 1247 0.390590 0.0083 0.000945 0.001193 0.003581 -0.227521 0.033639 -0.158861
BRD1 16DEC10 2016.9418 57732 1926 7 -119.0 -239 -0.632625 4408352 0.298786 1247 0.376164 0.0083 0.000949 0.001176 0.003492 -0.263709 0.090695 -0.159669
BRD1 16DEC11 2016.9446 57733 1927 1 -119.0 -239 -0.626250 4408352 0.304393 1247 0.381230 0.0083 0.000929 0.001162 0.003535 -0.215993 0.056254 -0.167866
BRD1 16DEC12 2016.9473 57734 1927 2 -119.0 -239 -0.627456 4408352 0.307054 1247 0.385528 0.0083 0.001021 0.001288 0.003798 -0.305322 0.042289 -0.140873
BRD1 16DEC13 2016.9500 57735 1927 3 -119.0 -239 -0.627919 4408352 0.305313 1247 0.392517 0.0083 0.001076 0.001305 0.003949 -0.300259 0.008189 -0.154550
BRD1 16DEC14 2016.9528 57736 1927 4 -119.0 -239 -0.628801 4408352 0.307269 1247 0.381869 0.0083 0.001023 0.001282 0.003857 -0.304425 0.068525 -0.164394
BRD1 16DEC15 2016.9555 57737 1927 5 -119.0 -239 -0.629390 4408352 0.308176 1247 0.367762 0.0083 0.000934 0.001181 0.003529 -0.267037 0.025611 -0.138582
BRD1 16DEC16 2016.9582 57738 1927 6 -119.0 -239 -0.625577 4408352 0.301567 1247 0.387605 0.0083 0.000909 0.001156 0.003439 -0.225847 0.073976 -0.135051
BRD1 16DEC17 2016.9610 57739 1927 7 -119.0 -239 -0.628362 4408352 0.303438 1247 0.383573 0.0083 0.000933 0.001162 0.003547 -0.207602 0.012673 -0.163075
BRD1 16DEC18 2016.9637 57740 1928 1 -119.0 -239 -0.627796 4408352 0.305161 1247 0.389313 0.0083 0.000921 0.001153 0.003464 -0.246789 0.036024 -0.172276
BRD1 16DEC19 2016.9665 57741 1928 2 -119.0 -239 -0.628084 4408352 0.308322 1247 0.389207 0.0083 0.000925 0.001167 0.003584 -0.237165 0.026998 -0.201713
BRD1 16DEC20 2016.9692 57742 1928 3 -119.0 -239 -0.628719 4408352 0.305150 1247 0.392565 0.0083 0.000924 0.001167 0.003488 -0.245945 0.049976 -0.161358
BRD1 16DEC21 2016.9719 57743 1928 4 -119.0 -239 -0.626839 4408352 0.303263 1247 0.387526 0.0083 0.000924 0.001151 0.003473 -0.250223 0.084614 -0.191135
BRD1 16DEC22 2016.9747 57744 1928 5 -119.0 -239 -0.627490 4408352 0.305611 1247 0.380389 0.0083 0.000918 0.001154 0.003424 -0.255990 0.098796 -0.172385
BRD1 16DEC23 2016.9774 57745 1928 6 -119.0 -239 -0.627131 4408352 0.302591 1247 0.393255 0.0083 0.000920 0.001151 0.003475 -0.221731 0.060541 -0.157410
BRD1 16DEC24 2016.9802 57746 1928 7 -119.0 -239 -0.628600 4408352 0.305698 1247 0.388873 0.0083 0.000921 0.001145 0.003468 -0.236264 0.049458 -0.184735
BRD1 16DEC25 2016.9829 57747 1929 1 -119.0 -239 -0.630063 4408352 0.306911 1247 0.384441 0.0083 0.000935 0.001156 0.003500 -0.244739 0.036487 -0.167940
